"Province.State","Country.Region","Lat","Long","date","cases","type"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-20,1,"death"
"Shandong","Mainland China",36.34377,118.1529,2020-02-20,1,"death"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-20,1,"death"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-20,1,"death"
"","South Korea",37.5665,126.978,2020-02-20,4,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-20,61,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-20,8,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-20,25,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-20,14,"recovered"
"Gansu","Mainland China",36.0611,103.8343,2020-02-20,6,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-20,36,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-20,4,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-20,2,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-20,2,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-20,17,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-20,16,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-20,64,"recovered"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-20,1,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-20,1451,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-20,73,"recovered"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-20,6,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-20,38,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-20,71,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-20,6,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-20,4,"recovered"
"Macau","Macau",22.1987,113.5439,2020-02-20,1,"recovered"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-20,2,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-20,16,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-20,23,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-20,13,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-20,8,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-20,29,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-20,5,"recovered"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-20,2,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-20,19,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-20,29,"recovered"
"","Iran",32.4279,53.688,2020-02-21,13,"confirmed"
"","Israel",31,35,2020-02-21,1,"confirmed"
"","Italy",41.8719,12.5674,2020-02-21,17,"confirmed"
"","Japan",35.6762,139.6503,2020-02-21,11,"confirmed"
"","Lebanon",33.8547,35.8623,2020-02-21,1,"confirmed"
"","Singapore",1.3521,103.8198,2020-02-21,1,"confirmed"
"","South Korea",37.5665,126.978,2020-02-21,100,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-02-21,1,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-02-21,1,"confirmed"
"British Columbia","Canada",49.2827,-123.121,2020-02-21,1,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-02-21,5,"confirmed"
"From Diamond Princess","Australia",35.4437,139.638,2020-02-21,4,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-21,1,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-21,1,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-02-21,1,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-21,3,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-02-21,2,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-21,220,"confirmed"
"Humboldt County, CA","US",40.745,-123.8695,2020-02-21,1,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-02-21,1,"confirmed"
"Lackland, TX (From Diamond Princess)","US",29.3829,-98.6134,2020-02-21,2,"confirmed"
"Omaha, NE (From Diamond Princess)","US",41.2545,-95.9758,2020-02-21,11,"confirmed"
"Sacramento County, CA","US",38.4747,-121.3542,2020-02-21,1,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-21,203,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-21,5,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-21,2,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-02-21,1,"confirmed"
"Travis, CA (From Diamond Princess)","US",38.2721,-121.9399,2020-02-21,5,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-21,28,"confirmed"
"","Iran",32.4279,53.688,2020-02-21,2,"death"
"","Italy",41.8719,12.5674,2020-02-21,1,"death"
"","South Korea",37.5665,126.978,2020-02-21,1,"death"
"","Germany",51.1657,10.4515,2020-02-21,2,"recovered"
"","Japan",35.6762,139.6503,2020-02-21,4,"recovered"
"","Singapore",1.3521,103.8198,2020-02-21,3,"recovered"
"","Thailand",13.7563,100.5018,2020-02-21,2,"recovered"
"","Vietnam",21.0278,105.8342,2020-02-21,7,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-21,65,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-21,16,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-21,17,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-21,23,"recovered"
"Gansu","Mainland China",36.0611,103.8343,2020-02-21,5,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-21,48,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-21,7,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-21,5,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-21,9,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-21,15,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-21,39,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-21,99,"recovered"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-21,-1,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-21,93,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-21,27,"recovered"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-21,1,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-21,17,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-21,56,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-21,2,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-21,2,"recovered"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-21,4,"recovered"
"Qinghai","Mainland China",35.65945,96.02564,2020-02-21,2,"recovered"
"Queensland","Australia",-27.4698,153.0251,2020-02-21,1,"recovered"
"San Diego County, CA","US",32.7157,-117.1611,2020-02-21,1,"recovered"
"Santa Clara, CA","US",37.3541,-121.9552,2020-02-21,1,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-21,16,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-21,27,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-21,12,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-21,2,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-21,14,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-21,3,"recovered"
"Toronto, ON","Canada",43.6532,-79.3832,2020-02-21,2,"recovered"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-21,2,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-21,17,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-21,46,"recovered"
"","Iran",32.4279,53.688,2020-02-22,10,"confirmed"
"","Italy",41.8719,12.5674,2020-02-22,42,"confirmed"
"","Japan",35.6762,139.6503,2020-02-22,17,"confirmed"
"","South Korea",37.5665,126.978,2020-02-22,229,"confirmed"
"","United Arab Emirates",23.4241,53.8478,2020-02-22,4,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-02-22,1,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-02-22,3,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-02-22,1,"confirmed"
"From Diamond Princess","Australia",35.4437,139.638,2020-02-22,3,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-22,6,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-22,3,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-02-22,1,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-02-22,3,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-22,1,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-22,1422,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-02-22,2,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-22,1,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-22,1,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-22,1,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-02-22,3,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-22,2,"confirmed"
"","Iran",32.4279,53.688,2020-02-22,1,"death"
"","Italy",41.8719,12.5674,2020-02-22,1,"death"
"Hebei","Mainland China",38.0428,114.5149,2020-02-22,1,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-02-22,202,"death"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-22,1,"death"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-22,1,"death"
"","Italy",41.8719,12.5674,2020-02-22,1,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-22,58,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-22,9,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-22,12,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-22,13,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-22,38,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-22,7,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-22,13,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-22,9,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-22,19,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-22,29,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-22,94,"recovered"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-22,1,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-22,3418,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-22,31,"recovered"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-22,9,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-22,28,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-22,66,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-22,7,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-22,5,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-22,15,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-22,21,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-22,16,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-22,3,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-22,19,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-22,3,"recovered"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-22,1,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-22,11,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-22,40,"recovered"
"","Iran",32.4279,53.688,2020-02-23,15,"confirmed"
"","Italy",41.8719,12.5674,2020-02-23,93,"confirmed"
"","Japan",35.6762,139.6503,2020-02-23,25,"confirmed"
"","Singapore",1.3521,103.8198,2020-02-23,4,"confirmed"
"","South Korea",37.5665,126.978,2020-02-23,169,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-02-23,2,"confirmed"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-23,57,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-23,3,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-02-23,2,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-23,1,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-02-23,1,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-23,5,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-02-23,3,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-23,4,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-23,2,"confirmed"
"","Iran",32.4279,53.688,2020-02-23,3,"death"
"","Italy",41.8719,12.5674,2020-02-23,1,"death"
"","South Korea",37.5665,126.978,2020-02-23,4,"death"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-23,1,"death"
"Guangdong","Mainland China",23.33841,113.422,2020-02-23,1,"death"
"Hainan","Mainland China",19.19673,109.7455,2020-02-23,1,"death"
"","Italy",41.8719,12.5674,2020-02-23,1,"recovered"
"","Singapore",1.3521,103.8198,2020-02-23,14,"recovered"
"","South Korea",37.5665,126.978,2020-02-23,2,"recovered"
"","Thailand",13.7563,100.5018,2020-02-23,4,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-23,40,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-23,11,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-23,7,"recovered"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-23,-1,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-23,8,"recovered"
"Gansu","Mainland China",36.0611,103.8343,2020-02-23,2,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-23,27,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-23,2,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-23,12,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-23,2,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-23,16,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-23,18,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-23,38,"recovered"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-23,5,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-23,44,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-23,22,"recovered"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-23,1,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-23,17,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-23,58,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-23,2,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-23,7,"recovered"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-23,8,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-23,14,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-23,19,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-23,22,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-23,7,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-23,11,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-23,16,"recovered"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-23,3,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-23,8,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-23,41,"recovered"
"","Afghanistan",33,65,2020-02-24,1,"confirmed"
"","Bahrain",26.0275,50.55,2020-02-24,1,"confirmed"
"","Iran",32.4279,53.688,2020-02-24,18,"confirmed"
"","Iraq",33.2232,43.6793,2020-02-24,1,"confirmed"
"","Italy",41.8719,12.5674,2020-02-24,74,"confirmed"
"","Japan",35.6762,139.6503,2020-02-24,12,"confirmed"
"","Kuwait",29.5,47.75,2020-02-24,1,"confirmed"
"","Oman",21.4735,55.9754,2020-02-24,2,"confirmed"
"","South Korea",37.5665,126.978,2020-02-24,231,"confirmed"
"","UK",55.3781,-3.436,2020-02-24,4,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-02-24,1,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-24,3,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-24,2,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-24,5,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-24,203,"confirmed"
"Jilin","Mainland China",43.66657,126.1917,2020-02-24,2,"confirmed"
"Lackland, TX (From Diamond Princess)","US",29.3829,-98.6134,2020-02-24,-2,"confirmed"
"Omaha, NE (From Diamond Princess)","US",41.2545,-95.9758,2020-02-24,-11,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-24,1,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-24,1,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-24,1,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-24,2,"confirmed"
"Toronto, ON","Canada",43.6532,-79.3832,2020-02-24,1,"confirmed"
"Travis, CA (From Diamond Princess)","US",38.2721,-121.9399,2020-02-24,-5,"confirmed"
"Unassigned Location (From Diamond Princess)","US",37.0902,-95.7129,2020-02-24,36,"confirmed"
"","Iran",32.4279,53.688,2020-02-24,4,"death"
"","Italy",41.8719,12.5674,2020-02-24,4,"death"
"","South Korea",37.5665,126.978,2020-02-24,2,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-02-24,149,"death"
"Shandong","Mainland China",36.34377,118.1529,2020-02-24,1,"death"
"","Italy",41.8719,12.5674,2020-02-24,-1,"recovered"
"","Malaysia",4.2105,101.9758,2020-02-24,3,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-24,26,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-24,9,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-24,14,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-24,13,"recovered"
"Gansu","Mainland China",36.0611,103.8343,2020-02-24,2,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-24,31,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-24,6,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-24,10,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-24,15,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-24,5,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-24,75,"recovered"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-24,8,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-24,1405,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-24,17,"recovered"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-24,7,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-24,34,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-24,32,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-24,6,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-24,7,"recovered"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-24,2,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-24,10,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-24,22,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-24,12,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-24,6,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-24,15,"recovered"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-24,3,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-24,6,"recovered"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-24,2,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-24,9,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-24,22,"recovered"
"","Algeria",28.0339,1.6596,2020-02-25,1,"confirmed"
"","Austria",47.5162,14.5501,2020-02-25,2,"confirmed"
"","Bahrain",26.0275,50.55,2020-02-25,22,"confirmed"
"","Croatia",45.1,15.2,2020-02-25,1,"confirmed"
"","France",46.2276,2.2137,2020-02-25,2,"confirmed"
"","Germany",51.1657,10.4515,2020-02-25,1,"confirmed"
"","Iran",32.4279,53.688,2020-02-25,34,"confirmed"
"","Italy",41.8719,12.5674,2020-02-25,93,"confirmed"
"","Japan",35.6762,139.6503,2020-02-25,11,"confirmed"
"","Kuwait",29.5,47.75,2020-02-25,10,"confirmed"
"","Singapore",1.3521,103.8198,2020-02-25,2,"confirmed"
"","South Korea",37.5665,126.978,2020-02-25,144,"confirmed"
"","Spain",40.4637,-3.7492,2020-02-25,4,"confirmed"
"","Switzerland",46.8182,8.2275,2020-02-25,1,"confirmed"
"","Thailand",13.7563,100.5018,2020-02-25,2,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-02-25,1,"confirmed"
"British Columbia","Canada",49.2827,-123.121,2020-02-25,1,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-02-25,1,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-25,2,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-25,1,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-25,5,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-25,499,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-25,1,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-25,1,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-25,2,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-25,1,"confirmed"
"","Iran",32.4279,53.688,2020-02-25,4,"death"
"","Italy",41.8719,12.5674,2020-02-25,3,"death"
"","South Korea",37.5665,126.978,2020-02-25,2,"death"
"Guangdong","Mainland China",23.33841,113.422,2020-02-25,1,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-02-25,68,"death"
"Shandong","Mainland China",36.34377,118.1529,2020-02-25,1,"death"
"","France",46.2276,2.2137,2020-02-25,7,"recovered"
"","Singapore",1.3521,103.8198,2020-02-25,2,"recovered"
"","South Korea",37.5665,126.978,2020-02-25,4,"recovered"
"","Thailand",13.7563,100.5018,2020-02-25,1,"recovered"
"","Vietnam",21.0278,105.8342,2020-02-25,2,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-25,49,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-25,17,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-25,23,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-25,16,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-25,36,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-25,22,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-25,2,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-25,8,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-25,14,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-25,16,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-25,59,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-25,2223,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-25,37,"recovered"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-25,1,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-25,6,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-25,38,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-25,3,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-25,3,"recovered"
"Macau","Macau",22.1987,113.5439,2020-02-25,1,"recovered"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-25,3,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-25,13,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-25,12,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-25,7,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-25,4,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-25,13,"recovered"
"Tempe, AZ","US",34.0489,-111.094,2020-02-25,1,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-25,4,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-25,5,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-25,26,"recovered"
"","Bahrain",26.0275,50.55,2020-02-26,10,"confirmed"
"","Brazil",-14.235,-51.9253,2020-02-26,1,"confirmed"
"","Croatia",45.1,15.2,2020-02-26,2,"confirmed"
"","Finland",61.9241,25.7482,2020-02-26,1,"confirmed"
"","France",46.2276,2.2137,2020-02-26,4,"confirmed"
"","Georgia",42.3154,43.3569,2020-02-26,1,"confirmed"
"","Germany",51.1657,10.4515,2020-02-26,10,"confirmed"
"","Greece",39.0742,21.8243,2020-02-26,1,"confirmed"
"","Iran",32.4279,53.688,2020-02-26,44,"confirmed"
"","Iraq",33.2232,43.6793,2020-02-26,4,"confirmed"
"","Israel",31,35,2020-02-26,1,"confirmed"
"","Italy",41.8719,12.5674,2020-02-26,131,"confirmed"
"","Japan",35.6762,139.6503,2020-02-26,19,"confirmed"
"","Kuwait",29.5,47.75,2020-02-26,15,"confirmed"
"","Lebanon",33.8547,35.8623,2020-02-26,1,"confirmed"
"","North Macedonia",41.6086,21.7453,2020-02-26,1,"confirmed"
"","Norway",60.472,8.4689,2020-02-26,1,"confirmed"
"","Oman",21.4735,55.9754,2020-02-26,2,"confirmed"
"","Pakistan",30.3753,69.3451,2020-02-26,2,"confirmed"
"","Romania",45.9432,24.9668,2020-02-26,1,"confirmed"
"","Singapore",1.3521,103.8198,2020-02-26,2,"confirmed"
"","South Korea",37.5665,126.978,2020-02-26,284,"confirmed"
"","Spain",40.4637,-3.7492,2020-02-26,7,"confirmed"
"","Sweden",60.1282,18.6435,2020-02-26,1,"confirmed"
"","Thailand",13.7563,100.5018,2020-02-26,3,"confirmed"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-26,14,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-02-26,1,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-26,7,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-26,401,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-26,1,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-26,2,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-26,1,"confirmed"
"Unassigned Location (From Diamond Princess)","US",37.0902,-95.7129,2020-02-26,6,"confirmed"
"","France",46.2276,2.2137,2020-02-26,1,"death"
"","Iran",32.4279,53.688,2020-02-26,3,"death"
